sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,Microsoft Academic Paper ID,WHO #Covidence,has_full_text
46503fb7ba542dcdfb7c0e27e5edae0586c4873c,medrxiv,,doi.org/10.1101/2020.03.03.20030445,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
3a73b880acd8983f87b210ff7fee434fd6ecc8c8,medrxiv,,doi.org/10.1101/2020.03.03.20028423,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
e9f5957ea4b9fed303e6defc8b7f53c3e59da802,medrxiv,,doi.org/10.1101/2020.02.26.20028472,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
f53ca84858915f9a8068816ac7416f1222089d55,medrxiv,,doi.org/10.1101/2020.02.10.20021675,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
e046a06f262d74d025272ad697d358c4afb5d9bd,medrxiv,,doi.org/10.1101/2020.02.25.20027755,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
a9c58042555c0d56b8e94bc5558db0c3dd697dcc,medrxiv,,doi.org/10.1101/2020.02.23.20026856,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
a625e5d6fc8956c231c500a40e887e248a69de61,medrxiv,,doi.org/10.1101/2020.02.26.20028191,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
a7ac40c0f2083c733cc714e563b21c2d606818c0,medrxiv,,doi.org/10.1101/2020.03.05.20031476,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
1e45cd5feb7928bbc8bcd524d9c6b7adeae08a6b,medrxiv,,doi.org/10.1101/2020.02.19.20025288,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
dcd7a1235ea74e3ef71d051103bf8a64c3c8f457,medrxiv,,doi.org/10.1101/2020.02.09.20021477,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
a36bfdd1c9a1666401269fb0c08a3c2922bd6812,medrxiv,,doi.org/10.1101/2020.02.20.20025619,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
16e7e95862d9430497bb2e0fb6c72ccb9d16a992,medrxiv,,doi.org/10.1101/2020.03.04.20031005,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
a01672035e0b9d21f9a934b9c9071610513325f2,medrxiv,,doi.org/10.1101/2020.01.31.20019265,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
f879c69d61f14d7efc51023258d1361bc681d403,medrxiv,,doi.org/10.1101/2020.03.03.20030668,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
b1b9d81726e56c2781ce6b63ae5015cf2f314c6f,medrxiv,,doi.org/10.1101/2020.02.14.20022913,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
f9c6a656d0ce352cc1fa0df8d83e6d4a1f53d7c2,medrxiv,,doi.org/10.1101/2020.02.15.20023499,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
2af91bbb625d983d5ad3aadb9e5f1d82268a0f1f,medrxiv,,doi.org/10.1101/2020.02.28.20029181,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
15e5dd0eb126bfe384c25ba551317eb9ba2ad1ef,medrxiv,,doi.org/10.1101/2020.02.26.20028308,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
aa13831b8a93267215d369c250da28f78e323203,medrxiv,,doi.org/10.1101/2020.02.12.20022434,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
3687fe96c5a48eca349ea4bacf8bb1e1a1e54bfe,medrxiv,,doi.org/10.1101/2020.02.10.20021774,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
5c31897d01f3edc7f58a0f03fceec2373fcfdc3d,medrxiv,,doi.org/10.1101/2020.02.09.20021261,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
7852aafdfb9e59e6af78a47af796325434f8922a,medrxiv,,doi.org/10.1101/2020.02.29.20029520,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
4609a2dd3568a7241548b7303e0d836e33d4d5ca,medrxiv,,doi.org/10.1101/2020.02.18.20024364,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
ebed882da10cbf669cbb86802e9fa07a4a33ef91,medrxiv,,doi.org/10.1101/2020.03.02.20029975,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
d1ac7f1c8343a9635b2cefe9b70eae4e03138b60,medrxiv,,doi.org/10.1101/2020.02.16.20023770,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
90b5ecf991032f3918ad43b252e17d1171b4ea63,medrxiv,,doi.org/10.1101/2020.02.12.20022467,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
adb3a6501ad731eda95d0a1a182a793a0dcd58b0,medrxiv,,doi.org/10.1101/2020.02.13.20022707,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
3028628066ec2401f3981f4e70c5b1acd4cef573,medrxiv,,doi.org/10.1101/2020.03.03.20029983,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
c697c2c3a6b1603212fd1f50d3b43a66f2f95775,medrxiv,,doi.org/10.1101/2020.03.02.20028704,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
dfb0fedbeed56bd2b795a67faab28295afc14c96,medrxiv,,doi.org/10.1101/2020.02.06.20020974,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
9cc5bebada7ff4894c2ee6454f09d9b8ea73e6e6,medrxiv,,doi.org/10.1101/2020.02.19.20025163,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
48656efc59191537073975938f25f201524971af,medrxiv,,doi.org/10.1101/2020.02.10.20021584,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
164b0678afc42f1923aa100b624ca969a53fb3b2,medrxiv,,doi.org/10.1101/2020.02.04.20020461,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
d3c2e2839498c613ee95739dce7052109750362c,medrxiv,,doi.org/10.1101/2020.02.12.20021386,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
cbc05d14c57b91081970a232ab83bc993f998fe2,medrxiv,,doi.org/10.1101/2020.01.26.20018754,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
6445688d3f59cb7e02f2a8b28450cdf118a8a373,medrxiv,,doi.org/10.1101/2020.02.16.20023754,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
b0899a264af548a89d649154aec569889717b295,medrxiv,,doi.org/10.1101/2019.12.17.19013490,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
7aa49aa2b76ea92b9265ad9d5a9d9ef0ea585b24,medrxiv,,doi.org/10.1101/2020.02.26.20028217,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
10138816c67a562b55bc9c2b882b62c81fc4b062,medrxiv,,doi.org/10.1101/2020.02.16.20023465,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
bca15ad98e1d08c6a62c9c0486de84bc15a9f661,medrxiv,,doi.org/10.1101/2020.02.25.20024711,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
8f1e364cd0425a89dd61681571f8d3acc4d500d1,medrxiv,,doi.org/10.1101/2020.02.12.20022327,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
eb8ac60527db35b10881cb4fd86b8a6e21983d02,medrxiv,,doi.org/10.1101/2020.02.19.20025031,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
bfed3ce6a6df2d442d96d0cab07d4bc1f2347255,medrxiv,,doi.org/10.1101/2020.03.04.20031211,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
db142fe07544dcf0e454f8a9f39452f0aa92a6ca,medrxiv,,doi.org/10.1101/2020.02.18.20023242,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
8bd8158e4a47c65b12a462b49b4b8b4af1488dc3,medrxiv,,doi.org/10.1101/2020.02.16.20023606,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
c9533866dd77deaa65ee1015b57bca5486f93326,medrxiv,,doi.org/10.1101/2020.02.04.20020438,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
7ed2c0786eef3d39fa0435b461aa34ab454a4753,medrxiv,,doi.org/10.1101/2020.02.13.20022251,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
bbba5ff9ab9eccef99a0bbc6ea557a373158bbcd,medrxiv,,doi.org/10.1101/2020.02.23.20026690,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
4bd697fdded7ee65154e28def586a7e9b60e7078,medrxiv,,doi.org/10.1101/2020.02.26.20028431,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
ccd7721822cb7cf73f213ca0bbceb7a681e048a0,medrxiv,,doi.org/10.1101/2020.02.20.20023572,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
4e2bc97a6164191ba3d53abfa49ccd973aa80326,medrxiv,,doi.org/10.1101/2020.02.19.20025296,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
38bab3f17b186bd8ee289e5d135bb7d500ef500b,medrxiv,,doi.org/10.1101/2020.02.13.20020891,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
875b7c463f00772fa0dc18ada678bc1ff16a4274,medrxiv,,doi.org/10.1101/2020.02.25.20027664,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
,PMC,,,PMC6824915,,,,,,,,,
2cfe7a4cc1fceed0ad7ffbd6244a61e0b2c3ac8b,medrxiv,,doi.org/10.1101/2020.02.11.20020735,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
c8c052d27aaf8015316dcd2644fa5e0b3870cea1,medrxiv,,doi.org/10.1101/2020.03.05.20031088,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
f19e2df932f90f387fe71533f3802875d9042160,medrxiv,,doi.org/10.1101/2020.03.01.20029074,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
d5f14e63b86239f491c9dd1749cff01dc4d633cb,medrxiv,,doi.org/10.1101/2020.02.07.20021139,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
22dcb31779bd6c5f70ff99d16706b6be06e67b89,medrxiv,,doi.org/10.1101/2020.02.25.20027672,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
a726e1844e86c7c17b8b4461dd4c29ad3094c792,medrxiv,,doi.org/10.1101/2020.02.11.20022236,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
a34d2c1876ffedc4f95f3af13ac06039cd38a5b0,medrxiv,,doi.org/10.1101/2020.03.05.20031773,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
9701a8c529cd8c18124da4cd61c1165a64b50281,medrxiv,,doi.org/10.1101/2020.03.03.20030593,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
815745bf1b522d33fd7371cc9a6561a2a93ef87e,medrxiv,,doi.org/10.1101/2020.02.10.20021519,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
fdcf4d5226d681e9038aae6cc922e0cf5d6514b7,medrxiv,,doi.org/10.1101/2020.03.02.20030288,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
5fb2cce255dd56b944ae52cec664bd7f4f222c66,medrxiv,,doi.org/10.1101/2020.02.12.20022277,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
f854d7b750541d65c48df953a65028a50ce57881,medrxiv,,doi.org/10.1101/2020.02.20.20025510,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
5cfb44ecdfb61b2898b6cf7315b1e810874a9560,medrxiv,,doi.org/10.1101/2020.02.08.20021311,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
c3d69c9288a27fca5044723a7c9152d1f58b2795,medrxiv,,doi.org/10.1101/2020.02.28.20029272,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
fe685aa676e739bd52ba2585a7e5b27c55e2d0d6,medrxiv,,doi.org/10.1101/2020.02.17.20023721,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
dd205866a714e372dcf465cf944c78233caadcd9,medrxiv,,doi.org/10.1101/2020.02.22.20025791,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
ba1c4c0de19352d0b9ed7db6199803b621f0a8f2,medrxiv,,doi.org/10.1101/2020.02.18.20024448,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
f3ff1ecae96700f41b83d2a034a3a959428388b0,medrxiv,,doi.org/10.1101/2020.02.19.20025023,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
fbc41a8e025cd6eb2d7c156aad3b6923af2349c4,medrxiv,,doi.org/10.1101/2020.02.11.20022228,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
,PMC,,,PMC2080411,,,,,,,,,
2cc809ed4d5c3640ee2351fdb1876e8ff6c01b51,medrxiv,,doi.org/10.1101/2020.02.08.20021162,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
,PMC,,,PMC2762764,20025201,CC BY,,2009 Sep 9,,PLoS Curr,,,
898880683d9a962428033fd7500f74647c4a36f0,medrxiv,,doi.org/10.1101/2020.01.31.20019935,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
e93ba7d8a047795d5ec114741f32f5b18e8567c7,medrxiv,,doi.org/10.1101/2020.01.15.19015693,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
a44334e676e43c1889d282b0f0a8365f0f1e0c52,medrxiv,,doi.org/10.1101/2020.01.31.20019901,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
ffbd7555a337706238c211197b221795e4e35146,medrxiv,,doi.org/10.1101/2020.02.24.20027375,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
dac1b1607ae72b9509ab26367e0d55016e8132a8,medrxiv,,doi.org/10.1101/2020.02.17.20024034,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
ba92c589f077b55e9cd13264d619c2ffe9d3ce7a,medrxiv,,doi.org/10.1101/2020.02.07.20021188,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
fc7a6b5d1852c5ecce2d20fd0d73d5f957ed7055,medrxiv,,doi.org/10.1101/2020.02.18.20024414,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
f32224faabfe662f11673a7e218af2cb37b4ef5f,medrxiv,,doi.org/10.1101/2020.02.11.20022095,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
ea17aad7692bb5040f3b2ba1d01b8249e4969469,medrxiv,,doi.org/10.1101/2020.03.06.20032334,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
0b282573f5c63c943021c10ca39a1ed21acfb429,medrxiv,,doi.org/10.1101/2020.03.05.20031740,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
409c431edf54d022463f40f2d31a0dfab42f5324,medrxiv,,doi.org/10.1101/2020.02.12.20022400,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
54d2fd5689ac3255e8041c36b5fb333a3bd3f9b2,medrxiv,,doi.org/10.1101/2020.02.22.20023267,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
3da1a03cb675f463b0d8e30744aa33512241dd29,medrxiv,,doi.org/10.1101/2020.02.16.20023655,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
0b48e1bfcdff9a42c88cc80a98661feb2703390d,medrxiv,,doi.org/10.1101/2020.03.09.20033217,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
b38f3c83aaa3fa7c8f5c87af266793afcbd11c86,medrxiv,,doi.org/10.1101/2020.02.27.20028027,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
c1a08ce8f2c5d5311b19822c3df5aa9d25c4d93c,medrxiv,,doi.org/10.1101/2020.03.07.20031393,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
6bdd6867205d9b09f833f01c65f1bbfdae469164,medrxiv,,doi.org/10.1101/2020.02.23.20026930,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
b117016a887f05386acc4387dab5bf8c769cf90e,medrxiv,,doi.org/10.1101/2020.02.16.20023564,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
4bd6feacc454c6a777073bbc4b71d895d0b268e6,medrxiv,,doi.org/10.1101/2020.02.11.20022053,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
1b531d266b4933bf8040739ed199914655b075d6,medrxiv,,doi.org/10.1101/2020.02.04.20020339,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
,PMC,,,PMC1125910,,,,,,,,,
7325363d061f0f4699e29bfa544438e14e7c207d,medrxiv,,doi.org/10.1101/2020.02.16.20023671,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
43f760b5cb9c3b430c6d0b31fa90d42e71a6429c,medrxiv,,doi.org/10.1101/2020.03.08.20030643,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
abe590b95aa51e7309844156acdae4085870ea33,medrxiv,,doi.org/10.1101/2020.03.07.20032599,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
11f96d05db6854ef95312aa3a4736724ce1f02d6,medrxiv,,doi.org/10.1101/2020.02.12.20022426,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
1a12cc7d49d8521bec5d447ebb413cbcf5aca8f4,medrxiv,,doi.org/10.1101/2020.03.04.20030973,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
36521caf90f471c9da1a4e84f8562440d73ead9a,medrxiv,,doi.org/10.1101/2020.02.18.20024315,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
e0a53c258ee0483666329ccab591c0753ff49531,medrxiv,,doi.org/10.1101/2020.03.03.20030775,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
18c37bae525b1a11c9c108e6eda84e14ebd84e4b,medrxiv,,doi.org/10.1101/2020.02.23.20024935,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,FALSE
013d9d1cba8a54d5d3718c229b812d7cf91b6c89,medrxiv,,doi.org/10.1101/2020.02.04.20020479,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
114ed64f52f503d9d2e2ba1fd1ee62b0a168cd84,medrxiv,,doi.org/10.1101/2020.03.05.20031591,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
10525ac89e46be4cb9cb9fd1131d28411a902047,medrxiv,,doi.org/10.1101/19011940,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
26e75d3c815aae7fd9b094c3e5c74d3f7132ca13,medrxiv,,doi.org/10.1101/2020.03.06.20032144,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
957e71389292e0881dff2bbe0e87fe6bf8b2d381,medrxiv,,doi.org/10.1101/2020.01.28.20019299,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
0ab795fc615df6457551a8e231dce1f268eef9d2,medrxiv,,doi.org/10.1101/2020.03.03.20030833,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
06c1b3535b83251cf92c01258b5048beeab7a460,medrxiv,,doi.org/10.1101/2020.02.10.20021725,,,See https://www.medrxiv.org/submit-a-manuscript,,,,,,,TRUE
